rank,rank_delta,player_name,country_code,event_count,average_points,total_points
1115,-12,Senno Yasufuku,JPN,18,0.01,0.43
1116,-5,Selena Costabile,CAN,10,0.01,0.43
1117,-9,Airi Saitoh,JPN,40,0.01,0.48
1118,-4,Hanane Nagashima,JPN,5,0.01,0.42
1119,-10,Ah Reum Park,KOR,3,0.01,0.42
1120,-8,Kaori Toki,JPN,15,0.01,0.42
1121,-6,Jiwon Han,KOR,4,0.01,0.42
1122,-12,YOONMIN HAN,KOR,4,0.01,0.42
1123,-10,Sophie Lamb,ENG,20,0.01,0.42
1124,0,Leslie Cloots,BEL,36,0.01,0.43
1125,-8,Seo Young Ma,KOR,1,0.01,0.42
1126,-30,Hye-Min Kim,KOR,33,0.01,0.41
1127,-5,Cecilie Finne-Ipsen,DEN,2,0.01,0.41
1128,-10,Janya Morrakotpan,THA,11,0.01,0.41
1129,-10,Chia-Ju YEH,TPE,4,0.01,0.41
1130,-10,Saraporn Chamchoi,THA,31,0.01,0.41
1131,-10,TAKABAYASHI Yumi,JPN,28,0.01,0.4
1132,-9,Kim Da Eun,KOR,6,0.01,0.4
1133,-26,jiyun Kim,KOR,11,0.01,0.4
1134,-30,do eun Park,KOR,14,0.01,0.39
1135,-9,Yoon Na Heo,KOR,15,0.01,0.39
1136,-9,Michaela Finn,SWE,17,0.01,0.39
1137,-9,So Yul Kang,KOR,13,0.01,0.39
1138,-6,Aoi Higashi,JPN,33,0.01,0.39
1139,-5,Farah O'Keefe,USA,1,0.01,0.39
1140,-16,Olafia Kristinsdottir,ISL,23,0.01,0.38
1141,-10,Haruka Mizuki,JPN,5,0.01,0.38
1142,0,Fie Olsen,DEN,4,0.01,0.38
1143,-7,Bingyu Shi,CHN,15,0.01,0.38
1144,-9,Marta Llorca,ESP,3,0.01,0.38
1145,-15,Marita Engzelius,NOR,14,0.01,0.38
1146,-9,Jimin Kang,USA,7,0.01,0.38
1147,-9,Kanako Ishida,JPN,15,0.01,0.37
1148,-15,Ariane Provot,FRA,20,0.01,0.37
1149,-9,Elsa Svensson,SWE,2,0.01,0.37
1150,-25,Bo Kyung Kim,KOR,13,0.01,0.37
1151,-6,Altmann Luiza,BRA,28,0.01,0.36
1152,-8,Caroline Sturdza,SUI,8,0.01,0.36
1153,-14,Min Jeong HWANG,KOR,12,0.01,0.36
1154,-6,Justine Fournand,FRA,1,0.01,0.36
1155,-6,Chiaki Ishiyama,JPN,20,0.01,0.36
1156,-14,Liv Cheng,NZL,19,0.01,0.36
1157,-10,Hana Ryskova,CZE,5,0.01,0.36
1158,-4,Saori Iijima,JPN,1,0.01,0.36
1159,-16,Pitsaon CHAICHOMPOO,THA,17,0.01,0.35
1160,-31,Hyun Min Byun,KOR,11,0.01,0.35
1161,-20,Sarah Hoffman,USA,39,0.01,0.39
1162,-5,Minori Hashizoe,JPN,1,0.01,0.35
1163,0,Kerttu Hiltunen,FIN,4,0.01,0.35
1164,-6,Fernanda Lira,MEX,21,0.01,0.35
1165,-6,Da Hyun YOON,KOR,4,0.01,0.35
1166,-15,Narisara Kerdrit,THA,23,0.01,0.35
1167,-11,Genevieve Ling I-Rynn,MAS,28,0.01,0.35
1168,-22,Dianne LUKE,MAS,25,0.01,0.35
1169,-14,Aya Ishikawa,JPN,7,0.01,0.35
1170,-10,Huang Ying,CHN,2,0.01,0.35
1171,-21,Ji Hee Kim,KOR,13,0.01,0.35
1172,-19,Pei-Lin Yu,TPE,28,0.01,0.35
1173,0,Sun Jeung Youn,KOR,7,0.01,0.35
1174,-22,Vani Kapoor,IND,14,0.01,0.34
1175,-13,Yui Noritomi,JPN,8,0.01,0.34
1176,-15,Becky Brewerton,WAL,26,0.01,0.34
1177,-13,Savannah De Bock,BEL,1,0.01,0.34
1178,-15,Isabella Holpfer,AUT,1,0.01,0.34
1179,-11,Miyu Takagi,JPN,4,0.01,0.33
1180,-15,Tiranan Yoopan,THA,19,0.01,0.33
1181,-15,Isabella Leung,HKG,17,0.01,0.33
1182,-9,Miyu Araki,JPN,7,0.01,0.32
1183,-13,Ainil Bakar,MAS,28,0.01,0.32
1184,-8,TAEJUNG KIM,KOR,3,0.01,0.32
1185,-8,sujin park,KOR,3,0.01,0.32
1186,-14,Momoka Sega,JPN,18,0.01,0.32
1187,-20,Dussavi Soopimjit,THA,24,0.01,0.32
1188,-4,Xinyu CAO,CHN,3,0.01,0.32
1189,-6,Zhen Bontan,NED,10,0.01,0.32
1190,-9,Hannah Mccook,SCO,18,0.01,0.32
1191,-12,Sideri Vanova,CZE,32,0.01,0.32
1192,-14,Juri Matsumoto,JPN,4,0.01,0.32
1193,-5,Jiaze Sun,CHN,6,0.01,0.31
1194,-14,Chloe Leurquin,BEL,24,0.01,0.31
1195,-24,Minami Takaku,JPN,3,0.01,0.31
1196,-10,Ji-Young Lee,KOR,20,0.01,0.3
1197,-4,Reika Arakawa,JPN,2,0.01,0.3
1198,-9,Hitomi Sawai,JPN,33,0.01,0.3
1199,-14,Emily Collins,USA,15,0.01,0.3
1200,-9,Ting-yu Liu,TPE,5,0.01,0.3
1201,-4,Karolina Vlckova,CZE,41,0.01,0.35
1202,0,Louise Markvardsen,DEN,5,0.01,0.3
1203,-7,Rirua Furukawa,JPN,1,0.01,0.3
1204,-12,Dan Li,CHN,11,0.01,0.3
1205,-11,Michelle Koh,MAS,23,0.01,0.3
1206,-6,Bo Min Shin,KOR,13,0.01,0.3
1207,-6,Go Un Kim,KOR,3,0.01,0.3
1208,-6,CHAERIM Moon,KOR,4,0.01,0.3
1209,-6,Ga Yul Kang,KOR,6,0.01,0.3
1210,-15,Eunjeong Seong,KOR,29,0.01,0.3
1211,-12,Justine Dreher,FRA,36,0.01,0.3
1212,-22,Ji Hyeon Lee,KOR,3,0.01,0.29
1213,-39,Jenny Kim,KOR,37,0.01,0.31
1214,-8,Olivia Jackson,ENG,1,0.01,0.29
1215,-17,Kiri Onitsuka,JPN,9,0.01,0.28
1216,-9,Sydney Legacy,USA,17,0.01,0.28
1217,-9,Susana Mendes Ribeiro,POR,15,0.01,0.28
1218,-8,Annika Clark,USA,2,0.01,0.28
1219,-5,Sophie Bert,BEL,1,0.01,0.28
1220,-5,Na Kyoung Han,KOR,6,0.01,0.28
1221,-5,Charlotte Liautier,FRA,6,0.01,0.28
1222,-5,ju won jeong,KOR,18,0.01,0.28
1223,-19,Tomoko Kanai,JPN,20,0.01,0.28
1224,-12,Jordan Britt,USA,23,0.01,0.28
1225,-12,Amandeep Drall,IND,7,0.01,0.27
1226,-3,JUNG HYEON AN,KOR,7,0.01,0.27
1227,-7,Kiran Matharu,ENG,10,0.01,0.27
1228,-6,Kotona Izumida,JPN,4,0.01,0.27
1229,1,Nastasia  Nadaud,FRA,2,0.01,0.27
1230,1,Sandra Nordaas,NOR,4,0.01,0.27
1231,-13,Yomaris Huang,TPE,26,0.01,0.27
1232,-6,Ana Ruiz Laphond,MEX,15,0.01,0.27
1233,-6,Emilee Hoffman,USA,16,0.01,0.27
1234,-13,Jiwon Kang,KOR,1,0.01,0.27
1235,-10,Rachel Raastad,NOR,14,0.01,0.27
1236,-8,Lizzie Prior,ENG,5,0.01,0.27
1237,-32,Sandy Choi,KOR,43,0.01,0.33
1238,-56,Allyssa Ferrell,USA,23,0.01,0.27
1239,-20,Mia Landegren,USA,37,0.01,0.28
1240,-8,Anais Maggetti,SUI,19,0.01,0.26
1241,-12,Sophia Zeeb,GER,2,0.01,0.26
1242,0,Federica Piovano,ITA,1,0.01,0.26
1243,-5,Jana Melichova,CZE,8,0.01,0.26
1244,-5,Sijia Lai,CHN,12,0.01,0.26
1245,-11,Tahnia Ravnjak,AUS,26,0.01,0.25
1246,-22,Yani Tseng,TPE,23,0.01,0.25
1247,-6,Ruqing GUAN,CHN,2,0.01,0.25
1248,-8,Chia-Wen Tai,TPE,33,0.01,0.25
1249,-12,Yen-Ling Pan,TPE,25,0.01,0.25
1250,-15,Je yoon Yang,KOR,5,0.01,0.25
1251,-15,Elise Bradley,USA,39,0.01,0.28
1252,0,chan hee Lim,KOR,5,0.01,0.25
1253,-9,Se Hee Hong,KOR,12,0.01,0.25
1254,-9,Sae Yamamura,JPN,18,0.01,0.25
1255,-8,Binny Lee,USA,10,0.01,0.25
1256,-13,Maria Palacios Siegenthaler,PER,30,0.01,0.25
1257,-11,Ji Been PAK,KOR,2,0.01,0.25
1258,-16,Pei-Wen Huang,TPE,23,0.01,0.25
1259,-11,Yi-Tsen CHOU,TPE,12,0.01,0.24
1260,-11,Anita Uwadia,ENG,7,0.01,0.24
1261,-11,Breanne Jones,USA,9,0.01,0.24
1262,-10,ji eun Park,KOR,9,0.01,0.24
1263,-10,Momoka Miyake,JPN,33,0.01,0.24
1264,-53,Da-Ye Na,KOR,12,0.01,0.24
1265,-9,Su Min Lee,KOR,2,0.01,0.24
1266,0,Carley Cox,USA,11,0.01,0.24
1267,-16,Samantha Giles,ENG,12,0.01,0.23
1268,-14,Mami Kagasono,JPN,35,0.01,0.23
1269,-36,Soo-Yun Kang,KOR,6,0.01,0.23
1270,-12,Mayumi Chinzei,JPN,11,0.01,0.23
1271,-14,Nemittra Juntanaket,THA,6,0.01,0.23
1272,-11,Yiyuan Liu,CHN,4,0.01,0.23
1273,-10,Erika de Martini,ITA,5,0.01,0.23
1274,-15,Pannapa POLNAMIN,THA,22,0.01,0.23
1275,-15,Marta Perez,ESP,4,0.01,0.22
1276,-14,Candice Mahe,FRA,3,0.01,0.22
1277,-9,Subin Baek,KOR,3,0.01,0.22
1278,-9,Seoyoung Choi,KOR,4,0.01,0.22
1279,-9,Hyeon Jeong SEONG ,KOR,4,0.01,0.22
1280,-15,Jieni LI,CHN,5,0.01,0.22
1281,-17,Hsiao-Ling Wu,TPE,22,0.01,0.22
1282,-15,Chihiro Kogure,JPN,3,0.01,0.22
1283,-17,Anna Lesher,USA,11,0.01,0.22
1284,-13,Amiyu Ozeki,JPN,5,0.01,0.22
1285,-13,Mizuki Kimura,JPN,2,0.01,0.22
1286,-12,Diane Baillieux,BEL,1,0.01,0.22
1287,-12,Lien Willems,BEL,4,0.01,0.22
1288,-12,Eriko Tanikawa,JPN,6,0.01,0.22
1289,-12,Kurumi Ohtsu,JPN,15,0.01,0.22
1290,-12,Hiroko Fukushima,JPN,32,0.01,0.22
1291,-11,Brittany Fan,USA,11,0.01,0.21
1292,-9,ANNIE KIM,KOR,3,0.01,0.21
1293,-9,Dam I Kim,KOR,4,0.01,0.21
1294,-9,Hye Jin Lee,KOR,4,0.01,0.21
1295,-9,Jiabao SONG,CHN,4,0.01,0.21
1296,-15,Shaojing Zhang,CHN,7,0.01,0.21
1297,-24,Dulcie Sverdloff,ENG,31,0.01,0.21
1298,-19,Marion Duvernay,FRA,19,0.01,0.21
1299,-11,Ai Yasui,JPN,1,0.01,0.21
1300,-11,Hikari Kuroda,JPN,1,0.01,0.21
1301,-14,Robyn Doig,CAN,5,0.01,0.21
1302,-12,Zih-Yun TING,TPE,7,0.01,0.21
1303,-9,Seohyeong Moon,KOR,3,0.01,0.21
1304,-11,Hsin-Chun LIAO,TPE,5,0.01,0.2
1305,-10,Maggie Ashmore,USA,2,0.01,0.2
1306,-15,Hinano Hoshikawa,JPN,8,0.01,0.2
1307,0,Maria Vittoria Corbi,ITA,1,0.01,0.2
1308,-11,Charlotte De Corte,BEL,3,0.01,0.2
1309,0,So Whi Kang,KOR,5,0.01,0.2
1310,0,Kyu Ly2 Kim,KOR,7,0.01,0.2
1311,-13,Liqing Chen,CHN,9,0.01,0.2
1312,-13,Nicole Autrique,MEX,28,0.01,0.2
1313,-21,Nicole  ABELAR,PHI,2,0.01,0.2
1314,-18,Yahui Zhang,CHN,1,0.01,0.2
1315,-15,Agata Vahalova,CZE,5,0.01,0.2
1316,-15,Janet Mao,USA,20,0.01,0.2
1317,-15,Rika Yabuta,JPN,2,0.01,0.19
1318,-13,Shasta Averyhardt,USA,12,0.01,0.19
1319,-16,Miki Yamashita,JPN,14,0.01,0.19
1320,-14,Ting-Yu CHANG,TPE,3,0.01,0.19
1321,-17,Molly Skapik,USA,9,0.01,0.19
1322,-14,Maho Hayakawa,JPN,7,0.01,0.19
1323,-14,Veronica CHEN,TPE,6,0.01,0.19
1324,-14,Louise Rydqvist,SWE,2,0.01,0.19
1325,-12,Rachel Rossel,SUI,18,0.01,0.18
1326,-14,Oona Vartianen,FIN,2,0.01,0.18
1327,-11,Misaki Hama,JPN,14,0.01,0.18
1328,-14,Yucen Han,CHN,20,0.01,0.18
1329,-12,Veronica Felibert,VEN,32,0.01,0.18
1330,-12,Sarina Kobayashi,JPN,42,0.01,0.21
1331,-16,Supakchaya Pattaranakrueang,THA,27,0,0.17
1332,-25,Stephanie Kono,USA,19,0,0.17
1333,-14,Asumi Teruyama,JPN,30,0,0.17
1334,-11,Kennedie Montoya,USA,10,0,0.17
1335,-13,Natsu Nagai,JPN,28,0,0.17
1336,-12,Shuko Morita,JPN,1,0,0.17
1337,-12,Ellen Hutchinson-Kay,SWE,1,0,0.17
1338,-18,Chih-Yun Wu,TPE,31,0,0.17
1339,-13,Alazne Urizar Zapata,ESP,20,0,0.17
1340,-13,Rieko Sakashita,JPN,22,0,0.16
1341,-30,Hye jung2 Choi,KOR,10,0,0.16
1342,-14,Goonlacha Paiboonpong,THA,4,0,0.16
1343,-14,Airi Tsujioka,JPN,13,0,0.16
1344,-13,Hannah Kim,USA,17,0,0.16
1345,-13,Catherine O'Donnell,USA,27,0,0.16
1346,-25,A Hyeon kim,KOR,7,0,0.15
1347,-17,Miyari Honda,JPN,27,0,0.15
1348,-15,Yi-Ting CHOU,TPE,12,0,0.15
1349,-11,Jessica Porvasnik,USA,5,0,0.14
1350,-13,Tamie Durdin,AUS,4,0,0.14
1351,-15,Emma Westin,SWE,21,0,0.14
1352,-17,Camilla Hedberg,ESP,22,0,0.14
1353,-12,Gala Dumez,FRA,3,0,0.14
1354,-15,Nattapan SIRITRAI,THA,12,0,0.14
1355,-11,Hsin Chiao Chang,TPE,3,0,0.14
1356,-8,Rebecca Kay,AUS,7,0,0.14
1357,-12,Lisa Maguire,IRL,8,0,0.14
1358,-12,Mathilde Claisse,FRA,2,0,0.14
1359,-12,Xue YIN,CHN,13,0,0.14
1360,-20,Hsin-Ning Yeh,TPE,27,0,0.14
1361,-11,Alice Chauvel,FRA,1,0,0.14
1362,-10,Elizabeth Tong,CAN,20,0,0.13
1363,-20,Ines Lescudier,FRA,17,0,0.13
1364,-30,Hye-Youn Kim,KOR,3,0,0.13
1365,-14,Fanny Cnops,BEL,24,0,0.13
1366,-24,Linda Henriksson,FIN,13,0,0.13
1367,-12,Kelly Whaley,USA,12,0,0.13
1368,-14,Chihiro Ikeda,PHI,4,0,0.13
1369,-13,Preenaphan Poomklay,THA,12,0,0.13
1370,-21,Huize Lian,CHN,25,0,0.13
1371,-13,Shioriko Yokoyama,JPN,2,0,0.13
1372,-13,Phannarai Meesom-us,THA,3,0,0.12
1373,-16,Onkanok Soisuwan,THA,12,0,0.12
1374,-12,Jessy Tang,USA,28,0,0.12
1375,-11,Chihiro Sato,JPN,14,0,0.12
1376,-11,Anna  Nordfors,SWE,1,0,0.12
1377,-14,Siyun Liu,CHN,1,0,0.12
1378,-18,Yoo-yeon Hong,KOR,3,0,0.12
1379,-12,Bo Ram Jang,KOR,2,0,0.12
1380,-12,Lucie Hinnerova,CZE,9,0,0.12
1381,-11,Valerie Tanguay,CAN,18,0,0.11
1382,-11,Britney Yada,USA,28,0,0.11
1383,-11,Joo hyun Ji,KOR,1,0,0.11
1384,-11,Sara Ericsson,SWE,1,0,0.11
1385,-32,Yoo Lim Choi,KOR,15,0,0.11
1386,-12,Allie Knight,USA,12,0,0.11
1387,-12,Kim Do hee,KOR,18,0,0.11
1388,-10,Bo Young Park,KOR,20,0,0.11
1389,-13,Suzuna Akizaki,JPN,1,0,0.11
1390,-11,YU MIN LEE,KOR,7,0,0.11
1391,-25,Yukari Baba,JPN,7,0,0.11
1392,-12,Samantha Richdale,CAN,38,0,0.12
1393,-16,Jennifer Hahn,USA,6,0,0.11
1394,-13,Ayaka Nakayama,JPN,5,0,0.11
1395,-12,Paige Stubbs,AUS,20,0,0.1
1396,-14,Hikaru Yagami,JPN,23,0,0.1
1397,-13,Delfina Acosta,ARG,32,0,0.1
1398,-12,Yoshimi Koda,JPN,5,0,0.1
1399,-10,Si An Jang,KOR,14,0,0.1
1400,-12,Yumika Adachi,JPN,28,0,0.1
1401,-11,Mengzhu Wang,CHN,12,0,0.1
1402,-11,Lea Garner,USA,15,0,0.1
1403,-16,Hui-Wen Chiu,TPE,10,0,0.1
1404,-11,Georgia Price,ENG,17,0,0.1
1405,-13,Asami Kikuchi,JPN,18,0,0.1
1406,-9,Lili Cammisa,ARG,9,0,0.09
1407,-13,Ayaka Morimitsu,JPN,1,0,0.09
1408,-12,Mika Nakazono,JPN,19,0,0.09
1409,-40,Candie Kung,TPE,6,0,0.09
1410,-25,Jong Sun Jeon,KOR,11,0,0.09
1411,-13,Chiara Tamburlini,SUI,4,0,0.09
1412,-12,Kajal Mistry,RSA,1,0,0.09
1413,-18,Connie Chen,RSA,11,0,0.09
1414,-15,Waralee  ATCHARERK,THA,11,0,0.09
1415,-14,Samaporn Khangkhun,THA,9,0,0.09
1416,-14,Sunshine  BARAQUIEL,PHI,1,0,0.08
1417,-14,Isabelle Taylor,AUS,1,0,0.08
1418,-11,Eyrnne Lee,USA,29,0,0.08
1419,-10,Bonita Bredenhann,RSA,2,0,0.07
1420,-10,Kim Williams,USA,6,0,0.07
1421,-13,Jingfan Deng,CHN,10,0,0.07
1422,-10,Chantelle Cassidy,NZL,3,0,0.07
1423,-10,Amy Walsh,AUS,34,0,0.07
1424,-19,Hui Mang Kim,KOR,5,0,0.07
1425,-11,Miki Nishiyama,JPN,15,0,0.07
1426,-15,Gaurika Bishnoi,IND,4,0,0.07
1427,-23,Kyoka Matsumori,JPN,14,0,0.06
1428,-11,Yuki Sakurai,JPN,16,0,0.06
1429,-23,Augusta James,CAN,2,0,0.05
1430,-12,Ridhima Dilawari,IND,5,0,0.05
1431,-15,Shinobu Moromizato,JPN,19,0,0.05
1432,-13,Tianyu Wang,CHN,12,0,0.04
1433,-12,Da Bin Shin,KOR,23,0,0.04
1434,-14,Marion  Ricordeau,FRA,3,0,0.04
1435,-20,Madeleine Sheils,USA,5,0,0.04
1436,-10,Juanjuan Tao,CHN,10,0,0.04
1437,-15,Avery George,USA,4,0,0.04
1438,-13,Rebecca Hudson,ENG,3,0,0.04
1439,-12,AJ Newell,USA,14,0,0.04
1440,-12,Ya-Huei Lu,TPE,9,0,0.03
1441,-18,Ai Yamazato,JPN,5,0,0.03
1442,-18,Yuna Kaki,JPN,5,0,0.03
1443,-14,Erica Popson,USA,16,0,0.03
1444,-14,Amelia Yong,SIN,12,0,0.03
1445,-12,Sifat Sagoo,IND,2,0,0.03
1446,-14,Thanya  Pattamakijsakul,THA,13,0,0.03
1447,-16,Isabella Ramsay,SWE,4,0,0.03
1448,-13,Hae Won Jeong,KOR,10,0,0.03
1449,-12,Pranavi Urs,IND,2,0,0.03
1450,-11,Miyabi Tezuka,JPN,2,0,0.02
1451,-13,Ana Menendez,MEX,22,0,0.02
1452,-12,Qifeng Xiao,CHN,6,0,0.02
1453,-19,Hyun Hwa Sim,KOR,6,0,0.02
1454,-11,Olivia Jordan-Higgins,JEY,12,0,0.02
1455,-13,Marvi  Monsalve,PHI,6,0,0.02
1456,-15,Katie M. Burnett,USA,3,0,0.02
1457,-12,Motomi Aoki,JPN,8,0,0.02
1458,-12,Haley Mills,USA,6,0,0.02
1459,-12,Kuriko Tsukiyama,JPN,1,0,0.02
1460,-12,Danielle Lemek,USA,13,0,0.02
1461,-25,Carlie Yadloczky,USA,6,0,0.02
1462,-13,Erimo Ikeuchi,JPN,9,0,0.02
1463,-11,Kailin Zhu,CHN,2,0,0.01
1464,-11,Jiayi Zhou,CHN,8,0,0.01
1465,-11,Min-Hsun  CHEN,TPE,10,0,0.01
1466,-11,Numa Gulyanamitta,THA,14,0,0.01
1467,-17,Kurumi Dohi,JPN,18,0,0.01
1468,-12,Melanie Maetzler,SUI,24,0,0.01
1469,-25,Minori Nagano,JPN,3,0,0.01
1470,-13,Jo-Hua Hung,TPE,6,0,0.01
1471,-20,Silvia Cavalleri,ITA,16,0,0.01
1472,-12,Laura Sanchez Zuluaga,ESP,4,0,0.01
1473,-12,Nur Durriyah Damian,MAS,2,0,0.01
1474,-12,Marissa Chow,USA,9,0,0.01
1475,-16,yoo joon park ,KOR,8,0,0.01
1476,-13,Eriko Sonoda,JPN,11,0,0.01
1477,-13,Yuko Shinsakaue,JPN,14,0,0.01
1478,-20,Lindsay Gahm,USA,5,0,0.01
1479,-14,Anneliese Newell,USA,5,0,0
1480,-13,Laura Sedda,ITA,9,0,0
1481,-15,Ji Won Song,KOR,2,0,0
1482,-14,you mi JANG,KOR,3,0,0
1483,-14,bit na han,KOR,10,0,0
1484,-14,Martina Edberg,SWE,2,0,0
1485,-14,Jae Hui Park,KOR,12,0,0
1486,-14,Mia Piccio,PHI,7,0,0
1487,-14,Jennifer Ha,CAN,11,0,0
1488,-14,Lucia Polo,GUA,21,0,0
1489,-14,Amanda Jakobsson,SWE,8,0,0
